item,witch,itemLabel,place_of_detentionLabel,place_of_detention_coordinate,genderLabel,occupationLabel,chargeLabel,classLabel,ethnicLabel,mdeathLabel,cdeathLabel,deathlocLabel,detainLabel
http://www.wikidata.org/entity/Q43393692,A/EGD/1649,Mary McFinley Vic Comes,Comar,Point(-4.770844 57.341849),female,,,,,,,,Comar
http://www.wikidata.org/entity/Q43393709,A/EGD/1656,Mary Dollour,Comar,Point(-4.770844 57.341849),female,,,,,,,,Comar
http://www.wikidata.org/entity/Q43393711,A/EGD/1785,Margaret Hendirsoun,Edinburgh,Point(-3.189166666 55.953333333),female,,,nobility,,,,,Edinburgh
http://www.wikidata.org/entity/Q43393737,A/EGD/1801,Agneis Kirkland,Tyninghame,Point(-2.62638889 56.00277778),female,,,,,capital punishment,,Haddington,Tyninghame
http://www.wikidata.org/entity/Q43393824,A/EGD/1703,Issobell Key,St Andrews,Point(-2.798888888 56.338888888),female,,,,,,,,St Andrews
http://www.wikidata.org/entity/Q43393930,A/EGD/1762,John Reid,Paisley,Point(-4.423888888 55.845555555),male,metalsmith,,middling,,,,,Paisley
http://www.wikidata.org/entity/Q43393930,A/EGD/1762,John Reid,Renfrew,Point(-4.366666666 55.866666666),male,metalsmith,,middling,,,,,Paisley
http://www.wikidata.org/entity/Q43393930,A/EGD/1762,John Reid,Paisley,Point(-4.423888888 55.845555555),male,metalsmith,,middling,,,,,Renfrew
http://www.wikidata.org/entity/Q43393930,A/EGD/1762,John Reid,Renfrew,Point(-4.366666666 55.866666666),male,metalsmith,,middling,,,,,Renfrew
http://www.wikidata.org/entity/Q43394075,A/EGD/2117,Andro Man,Aberdeen,Point(-2.1 57.15),male,,,,,,,,Aberdeen
http://www.wikidata.org/entity/Q43394076,A/EGD/2119,Jonat Leisk,Aberdeen,Point(-2.1 57.15),female,,,middling,,,,,Aberdeen
http://www.wikidata.org/entity/Q43394168,A/EGD/2207,Janet Durie,Wemyss,Point(-3.069636918 56.16563481),female,,,,,,,,Wemyss
http://www.wikidata.org/entity/Q43394278,A/EGD/2273,Helen Thomson,North Queensferry,Point(-3.394166666 56.011111111),female,,,,,capital punishment,,,North Queensferry
http://www.wikidata.org/entity/Q43394355,A/EGD/2304,Margaret Bell,Corstorphine,Point(-3.28544 55.9429),female,,,,,capital punishment,,Corstorphine,Corstorphine
http://www.wikidata.org/entity/Q43394399,A/EGD/2313,Jonet Loudoun,Renfrew,Point(-4.366666666 55.866666666),female,,,,,,,,Renfrew
http://www.wikidata.org/entity/Q43394566,A/EGD/2385,M'huistan,Thurso,Point(-3.521111111 58.596111111),,,,,,,,,Thurso
http://www.wikidata.org/entity/Q43394868,A/EGD/300,Marion Angus,Edinburgh,Point(-3.189166666 55.953333333),female,,,,,,,,Edinburgh
http://www.wikidata.org/entity/Q43394868,A/EGD/300,Marion Angus,Dunbar,Point(-2.522777777 55.998333333),female,,,,,,,,Edinburgh
http://www.wikidata.org/entity/Q43394868,A/EGD/300,Marion Angus,Edinburgh,Point(-3.189166666 55.953333333),female,,,,,,,,Dunbar
http://www.wikidata.org/entity/Q43394868,A/EGD/300,Marion Angus,Dunbar,Point(-2.522777777 55.998333333),female,,,,,,,,Dunbar
http://www.wikidata.org/entity/Q43394919,A/EGD/352,Jean Brown,Edinburgh,Point(-3.189166666 55.953333333),female,,,,,,,,Edinburgh
http://www.wikidata.org/entity/Q43394932,A/EGD/367,Marion Greinlaw,Musselburgh,Point(-3.054166666 55.941944444),female,,,,,,,,Musselburgh
http://www.wikidata.org/entity/Q43394938,A/EGD/372,Christiane Wilsone,Dalkeith,Point(-3.068332 55.893642),female,,,,,capital punishment,,Dalkeith,Dalkeith
http://www.wikidata.org/entity/Q43394938,A/EGD/372,Christiane Wilsone,Niddrie,Point(-3.11444 55.9319),female,,,,,capital punishment,,Dalkeith,Dalkeith
http://www.wikidata.org/entity/Q43394938,A/EGD/372,Christiane Wilsone,Dalkeith,Point(-3.068332 55.893642),female,,,,,capital punishment,,Dalkeith,Niddrie
http://www.wikidata.org/entity/Q43394938,A/EGD/372,Christiane Wilsone,Niddrie,Point(-3.11444 55.9319),female,,,,,capital punishment,,Dalkeith,Niddrie
http://www.wikidata.org/entity/Q43395110,A/EGD/602,Margaret Douglas,Edinburgh,Point(-3.189166666 55.953333333),female,,,,,capital punishment,,Gallow Lea,Edinburgh
http://www.wikidata.org/entity/Q43395280,A/EGD/847,Janet Campbell,Perth,Point(-3.433333333 56.395833333),female,,,,,,,,Perth
http://www.wikidata.org/entity/Q43395301,A/EGD/876,John Stewart,Irvine,Point(-4.661111111 55.619444444),male,vagrant,,vagrant,,,,,Irvine
http://www.wikidata.org/entity/Q43395308,A/EGD/881,Margaret Kennedy,Linlithgow,Point(-3.610555555 55.975277777),female,,,,,,,,Linlithgow
http://www.wikidata.org/entity/Q43395319,A/EGD/891,Christiane Couper,Culross,Point(-3.6293 56.0554),female,,,,,,,,Culross
http://www.wikidata.org/entity/Q43390204,A/EGD/1278,Agnes Stoddart,Perth,Point(-3.433333333 56.395833333),female,,,,,capital punishment,,,Perth
http://www.wikidata.org/entity/Q43390686,A/EGD/2118,Gilbert Fidlar,Old Slains Castle,Point(-1.91308 57.3605),male,,,,,,,,Old Slains Castle
http://www.wikidata.org/entity/Q43390950,A/EGD/334,Jonet Thomson,Edinburgh,Point(-3.189166666 55.953333333),female,,,middling,,,,,Edinburgh
http://www.wikidata.org/entity/Q43390950,A/EGD/334,Jonet Thomson,Tranent,Point(-2.95417 55.9447),female,,,middling,,,,,Edinburgh
http://www.wikidata.org/entity/Q43390950,A/EGD/334,Jonet Thomson,Edinburgh,Point(-3.189166666 55.953333333),female,,,middling,,,,,Tranent
http://www.wikidata.org/entity/Q43390950,A/EGD/334,Jonet Thomson,Tranent,Point(-2.95417 55.9447),female,,,middling,,,,,Tranent
http://www.wikidata.org/entity/Q43391514,A/EGD/820,Betty (Beatrix) Laing,Pittenweem,Point(-2.728611111 56.213055555),female,,,middling,,,,,Pittenweem
http://www.wikidata.org/entity/Q43391668,A/JO/2639,William Whyte,North Berwick,Point(-2.717 56.058),male,,,,,,,,North Berwick
http://www.wikidata.org/entity/Q43392194,A/EGD/1132,Bessie Hepburne,Haddington,Point(-2.78332 55.95612),female,,,upper class,,,,,Haddington
http://www.wikidata.org/entity/Q43392218,A/EGD/1253,Helen Widdrow,Nobleston,Point(-4.563879 55.976146),female,,,,,,,,Nobleston
http://www.wikidata.org/entity/Q43392228,A/EGD/1298,Kathren Shaw,Lanark,Point(-3.77702 55.6749),female,,,,,,,,Lanark
http://www.wikidata.org/entity/Q43392242,A/EGD/1711,Margaret Abernethy,Aberdeen,Point(-2.1 57.15),female,,,working poor,,,,,Aberdeen
http://www.wikidata.org/entity/Q43392250,A/EGD/1729,Margret Jackson,Paisley,Point(-4.423888888 55.845555555),female,,,,,capital punishment,,Gallows Green,Paisley
http://www.wikidata.org/entity/Q43392269,A/EGD/1880,Margaret Pringle,Bo'ness,Point(-3.608911111 56.016811111),female,,,working poor,,,,,Bo'ness
http://www.wikidata.org/entity/Q43392346,A/EGD/324,Agnes Thomson,Musselburgh,Point(-3.054166666 55.941944444),female,,,,,,,,Musselburgh
http://www.wikidata.org/entity/Q43392365,A/EGD/362,Janet Lyle,Musselburgh,Point(-3.054166666 55.941944444),female,,,,,capital punishment,,Musselburgh,Musselburgh
http://www.wikidata.org/entity/Q43392365,A/EGD/362,Janet Lyle,Edmonstone,Point(-3.115893 55.917566),female,,,,,capital punishment,,Musselburgh,Musselburgh
http://www.wikidata.org/entity/Q43392365,A/EGD/362,Janet Lyle,Musselburgh,Point(-3.054166666 55.941944444),female,,,,,capital punishment,,Musselburgh,Edmonstone
http://www.wikidata.org/entity/Q43392365,A/EGD/362,Janet Lyle,Edmonstone,Point(-3.115893 55.917566),female,,,,,capital punishment,,Musselburgh,Edmonstone
http://www.wikidata.org/entity/Q43392514,A/LA/3127,Bessie Mastertoun,Dunfermline,Point(-3.461666666 56.071388888),female,,,,,,,,Dunfermline
http://www.wikidata.org/entity/Q43392856,A/EGD/1213,John Smith,Edinburgh,Point(-3.189166666 55.953333333),male,courier,,,,,,,Edinburgh
http://www.wikidata.org/entity/Q43392968,A/EGD/1304,Barbara Purdie,Haddington,Point(-2.78332 55.95612),female,,,,,,,,Haddington
http://www.wikidata.org/entity/Q43393288,A/EGD/1458,Gray,Rhynd,Point(-3.36614 56.3648),,,,,,,,,Rhynd
http://www.wikidata.org/entity/Q43393458,A/EGD/1538,Jon Grieve,Lauder,Point(-2.74855 55.7194),male,,,,,,,,Lauder
http://www.wikidata.org/entity/Q43393472,A/EGD/1542,Agnes Wauch,Lauder,Point(-2.74855 55.7194),female,,,,,,,,Lauder
http://www.wikidata.org/entity/Q43393696,A/EGD/1775,Margaret Munro,Fortrose,Point(-4.13237 57.5815),female,,,,,,,,Fortrose
http://www.wikidata.org/entity/Q43393707,A/EGD/1655,Kathrin Nein Ferquhar McEan,Comar,Point(-4.770844 57.341849),female,,,,,,,,Comar
http://www.wikidata.org/entity/Q43393756,A/EGD/1678,Elspeth Bruce,Forfar,Point(-2.89 56.643055555),female,,,,,,,,Forfar
http://www.wikidata.org/entity/Q43393781,A/EGD/1833,Bessie Forrest,Peebles,Point(-3.188888888 55.651944444),female,,,,,,,,Peebles
http://www.wikidata.org/entity/Q43393820,A/EGD/1701,Margaret Guthrie,Anstruther Wester,Point(-2.707915311 56.220688919),female,,,,,,,,Anstruther Wester
http://www.wikidata.org/entity/Q43393838,A/EGD/1708,Agnes Broun,Torryburn,Point(-3.55 56.05),female,,,,,,,,Torryburn
http://www.wikidata.org/entity/Q43393845,A/EGD/1712,Robert Shevies,Aberdeen,Point(-2.1 57.15),male,blacksmith,,middling,,,,,Aberdeen
http://www.wikidata.org/entity/Q43393853,A/EGD/1719,Mareon Caskie,Lanark,Point(-3.77702 55.6749),female,,,middling,,,,,Lanark
http://www.wikidata.org/entity/Q43393857,A/EGD/1721,Molphrie Porteous,Scalloway,Point(-1.275 60.137),female,,,,,,,,Scalloway
http://www.wikidata.org/entity/Q43393868,A/EGD/1895,Janet Wodrow,Greenock,Point(-4.766666666 55.95),female,,,,,,,,Greenock
http://www.wikidata.org/entity/Q43393884,A/EGD/1738,Margaret Wright,Dumbarton,Point(-4.547222222 55.948611111),female,,,,,,,,Dumbarton
http://www.wikidata.org/entity/Q43393902,A/EGD/1747,Margaret Whyte,Loanhead,Point(-3.14827 55.8778),female,,,,,,,,Loanhead
http://www.wikidata.org/entity/Q43393907,A/EGD/1749,Margaret Liddell,Loanhead,Point(-3.14827 55.8778),female,,,,,,,,Loanhead
http://www.wikidata.org/entity/Q43393932,A/EGD/1763,James Lindsay,Paisley,Point(-4.423888888 55.845555555),male,,,,,capital punishment,,Paisley,Paisley
http://www.wikidata.org/entity/Q43393932,A/EGD/1763,James Lindsay,Renfrew,Point(-4.366666666 55.866666666),male,,,,,capital punishment,,Paisley,Paisley
http://www.wikidata.org/entity/Q43393932,A/EGD/1763,James Lindsay,Paisley,Point(-4.423888888 55.845555555),male,,,,,capital punishment,,Paisley,Renfrew
http://www.wikidata.org/entity/Q43393932,A/EGD/1763,James Lindsay,Renfrew,Point(-4.366666666 55.866666666),male,,,,,capital punishment,,Paisley,Renfrew
http://www.wikidata.org/entity/Q43394022,A/EGD/2041,Jannet Pyper,Thurso,Point(-3.521111111 58.596111111),female,,,,,,,,Thurso
http://www.wikidata.org/entity/Q43394024,A/EGD/2043,Margaret Nin Gilbert,Thurso,Point(-3.521111111 58.596111111),female,,,,,,,,Thurso
http://www.wikidata.org/entity/Q43394163,A/EGD/2202,Margaret Fraser,Aberdeen,Point(-2.1 57.15),female,,,,,,,,Aberdeen
http://www.wikidata.org/entity/Q43394483,A/EGD/2349,Janet Stoddart,Inveresk,Point(-3.0468 55.9366),female,,,,,,,,Inveresk
http://www.wikidata.org/entity/Q43395108,A/EGD/600,Helen Forrester,Edinburgh,Point(-3.189166666 55.953333333),female,,,,,capital punishment,,Gallow Lea,Edinburgh
http://www.wikidata.org/entity/Q43395178,A/EGD/680,Isobell Eliot,Edinburgh,Point(-3.189166666 55.953333333),female,servant,,working poor,,capital punishment,,,Edinburgh
http://www.wikidata.org/entity/Q43395296,A/EGD/868,Jonet Johnstoun,Linlithgow,Point(-3.610555555 55.975277777),female,,,,,,,,Linlithgow
http://www.wikidata.org/entity/Q43395304,A/EGD/878,William Nicoll,Ayr,Point(-4.627777777 55.463888888),male,merchant,,middling,,,,,Ayr
http://www.wikidata.org/entity/Q43395312,A/EGD/886,Christiane Hammyltoun,Inverkeithing,Point(-3.383333333 56.033333333),female,,,,,,,,Inverkeithing
http://www.wikidata.org/entity/Q43395335,A/EGD/911,Jonnet Robeson,Inverkeithing,Point(-3.383333333 56.033333333),female,,,,,,,,Inverkeithing
http://www.wikidata.org/entity/Q43395345,A/EGD/921,Marjory Gibsoun,Inverkeithing,Point(-3.383333333 56.033333333),female,,,,,,,,Inverkeithing
http://www.wikidata.org/entity/Q43395347,A/EGD/923,Beatrix Thomsone,Inverkeithing,Point(-3.383333333 56.033333333),female,,,,,,,,Inverkeithing
http://www.wikidata.org/entity/Q43395348,A/EGD/924,Issobell Haldane,Perth,Point(-3.433333333 56.395833333),female,,,,,,,,Perth
http://www.wikidata.org/entity/Q43395568,A/JO/2738,Cristeane Cuthbert,Falkirk,Point(-3.784444444 56.000555555),female,,,,,,,,Falkirk
http://www.wikidata.org/entity/Q43395603,A/JO/2806,Jonet Acheson,Lanark,Point(-3.77702 55.6749),female,,,,,,,,Lanark
http://www.wikidata.org/entity/Q43395659,A/JO/2909,Barbara Bowndie,Kirkwall,Point(-2.96 58.981111111),female,,,,,,,,Kirkwall
http://www.wikidata.org/entity/Q43395742,A/JO/3013,Jennet Wilson,Newbattle,Point(-3.0775 55.881694444),female,,,,,,,,Newbattle
http://www.wikidata.org/entity/Q43395892,A/LA/2757,Margaret Allane,Cousland,Point(-2.995274 55.904962),female,,,,,,,,Cousland
http://www.wikidata.org/entity/Q43395945,A/LA/2827,John Neill,Dunbar,Point(-2.522777777 55.998333333),male,,,,,,,,Dunbar
http://www.wikidata.org/entity/Q43395946,A/LA/2828,Catharine Fleck,Dunbar,Point(-2.522777777 55.998333333),female,,,,,,,,Dunbar
http://www.wikidata.org/entity/Q43395999,A/LA/2901,Jannet Craig,Edinburgh,Point(-3.189166666 55.953333333),female,,,,,,,,Edinburgh
http://www.wikidata.org/entity/Q43396215,A/LA/3184,Helen Pennant,Edinburgh,Point(-3.189166666 55.953333333),female,,,,,capital punishment,,,Edinburgh
http://www.wikidata.org/entity/Q43390493,A/EGD/1831,Marioun Robiesone,Peebles,Point(-3.188888888 55.651944444),female,,,,,,,,Peebles
http://www.wikidata.org/entity/Q43390770,A/EGD/2274,Janet Lowrie,North Queensferry,Point(-3.394166666 56.011111111),female,,,,,capital punishment,,,North Queensferry
http://www.wikidata.org/entity/Q43390857,A/EGD/2515,Marjorie Philip,Dunfermline,Point(-3.461666666 56.071388888),female,,,,,,,,Dunfermline
http://www.wikidata.org/entity/Q43392265,A/EGD/1877,Bessie Vikker,Bo'ness,Point(-3.608911111 56.016811111),female,,,middling,,,,,Bo'ness
http://www.wikidata.org/entity/Q43392267,A/EGD/1879,Margaret Hamilton,Bo'ness,Point(-3.608888888 56.016944444),female,,,,,,,,Bo'ness
http://www.wikidata.org/entity/Q43392281,A/EGD/1962,Marion Watsone,Peebles,Point(-3.188888888 55.651944444),female,,,,,,,,Peebles
http://www.wikidata.org/entity/Q43393778,A/EGD/1830,Thomas Shanks,Peebles,Point(-3.188888888 55.651944444),male,weaver,,middling,,,,,Peebles
http://www.wikidata.org/entity/Q43394167,A/EGD/2205,Marioun Grig,Dysart,Point(-3.12538 56.12557),female,,,,,,,,Dysart
http://www.wikidata.org/entity/Q43394297,A/EGD/2281,Marioun Little,North Queensferry,Point(-3.394166666 56.011111111),female,,,,,capital punishment,,Linlithgow,North Queensferry
http://www.wikidata.org/entity/Q43394359,A/EGD/2305,Marion Inglis,Corstorphine,Point(-3.28544 55.9429),female,,,,,,,,Corstorphine
http://www.wikidata.org/entity/Q43394665,A/EGD/2443,Janet Horseburgh,Pittenweem,Point(-2.728611111 56.213055555),female,,,,,,,,Pittenweem
http://www.wikidata.org/entity/Q43391743,A/JO/2941,Catherin Kello,Stirling,Point(-3.9369 56.1166),female,,,,,,,,Stirling
http://www.wikidata.org/entity/Q43395516,A/JO/2687,Christian Lindesay,Dalkeith,Point(-3.068332 55.893642),female,,,,,,,,Dalkeith
http://www.wikidata.org/entity/Q43395588,A/JO/2771,John Aitkin,Lasswade,Point(-3.11667 55.8833),male,,,,,,,,Lasswade
http://www.wikidata.org/entity/Q43395652,A/JO/2904,Helen Tailzour,Kirkwall,Point(-2.96 58.981111111),female,,,,,,,,Kirkwall
http://www.wikidata.org/entity/Q43395685,A/JO/2935,Jonet Burt,Dysart,Point(-3.12538 56.12557),female,,,,,,,,Dysart
http://www.wikidata.org/entity/Q43395688,A/JO/2937,Margaret Young,Dysart,Point(-3.12538 56.12557),female,,,,,,,,Dysart
http://www.wikidata.org/entity/Q43395862,A/LA/2681,Katherine Casse,Dalkeith,Point(-3.068332 55.893642),female,,,,,,,,Dalkeith
http://www.wikidata.org/entity/Q43395954,A/LA/2836,Jean Anderson,Renfrew,Point(-4.366666666 55.866666666),female,,,,,,,,Renfrew
http://www.wikidata.org/entity/Q43396128,A/LA/3074,Elspeth McGowane,Kirkcudbright,Point(-4.051666666 54.835277777),female,,,,,capital punishment,,,Kirkcudbright
http://www.wikidata.org/entity/Q43391811,A/LA/2540,Margaret Nicolsone,Edinburgh,Point(-3.189166666 55.953333333),female,,,middling,,,,,Edinburgh
http://www.wikidata.org/entity/Q43392057,A/LA/3115,Anna Tait,Haddington,Point(-2.78332 55.95612),female,,,middling,,capital punishment,,Haddington,Haddington
http://www.wikidata.org/entity/Q43392474,A/JO/2747,Elizabeth Moody,Haddington,Point(-2.78332 55.95612),female,,,,,,,,Haddington
http://www.wikidata.org/entity/Q43392487,A/LA/2841,Margaret Shearer,Paisley,Point(-4.423888888 55.845555555),female,,,,,,,,Paisley
http://www.wikidata.org/entity/Q43395412,A/JO/2566,Helen Fairlie,Haddington,Point(-2.78332 55.95612),female,,,,,,,,Haddington
http://www.wikidata.org/entity/Q43395419,A/JO/2573,Margaret Brotherstone,Haddington,Point(-2.78332 55.95612),female,,,,,,,,Haddington
http://www.wikidata.org/entity/Q43395518,A/JO/2688,Alisoun Baillie,Dalkeith,Point(-3.068332 55.893642),female,,,,,,,,Dalkeith
http://www.wikidata.org/entity/Q43395585,A/JO/2764,Barbara Honeyman,Falkland,Point(-3.2 56.25),female,,,,,,,,Falkland
http://www.wikidata.org/entity/Q43395602,A/JO/2805,Jonet McBirnie,Lanark,Point(-3.77702 55.6749),female,,,,,,,,Lanark
http://www.wikidata.org/entity/Q43395606,A/JO/2809,Bessie Williamson,Lanark,Point(-3.77702 55.6749),female,,,,,,,,Lanark
http://www.wikidata.org/entity/Q43395618,A/JO/2825,Catharin Lyell,Montrose,Point(-2.467 56.708),female,,,,,,,,Montrose
http://www.wikidata.org/entity/Q43395651,A/JO/2903,Margaret Thomesone,Kirkwall,Point(-2.96 58.981111111),female,,,,,,,,Kirkwall
http://www.wikidata.org/entity/Q43395680,A/JO/2930,Issoble Garner,Dysart,Point(-3.12538 56.12557),female,,,,,,,,Dysart
http://www.wikidata.org/entity/Q43395691,A/JO/2942,Jonet Crawfurd,Stirling,Point(-3.9369 56.1166),female,,,,,,,,Stirling
http://www.wikidata.org/entity/Q43395944,A/LA/2826,John Lindsay,Paisley,Point(-4.423888888 55.845555555),male,,,,,capital punishment,,Gallows Green,Paisley
http://www.wikidata.org/entity/Q43395944,A/LA/2826,John Lindsay,Renfrew,Point(-4.366666666 55.866666666),male,,,,,capital punishment,,Gallows Green,Paisley
http://www.wikidata.org/entity/Q43395944,A/LA/2826,John Lindsay,Paisley,Point(-4.423888888 55.845555555),male,,,,,capital punishment,,Gallows Green,Renfrew
http://www.wikidata.org/entity/Q43395944,A/LA/2826,John Lindsay,Renfrew,Point(-4.366666666 55.866666666),male,,,,,capital punishment,,Gallows Green,Renfrew
http://www.wikidata.org/entity/Q43395952,A/LA/2834,Jannet Rodgers,Renfrew,Point(-4.366666666 55.866666666),female,,,,,,,,Renfrew
http://www.wikidata.org/entity/Q43395958,A/LA/2844,William Miller,Renfrew,Point(-4.366666666 55.866666666),male,,,,,,,,Renfrew
http://www.wikidata.org/entity/Q43391307,A/EGD/606,Gideon Penman,Edinburgh,Point(-3.189166666 55.953333333),male,Christian minister,,middling,,,,,Edinburgh
http://www.wikidata.org/entity/Q43391374,A/EGD/689,Bessie Gibb,Bo'ness,Point(-3.608911111 56.016811111),female,,,middling,,,,,Bo'ness
http://www.wikidata.org/entity/Q43391480,A/EGD/778,Jean Thomson,Kirkcudbright,Point(-4.051666666 54.835277777),female,,,middling,,capital punishment,,Dumfries,Kirkcudbright
http://www.wikidata.org/entity/Q43391572,A/EGD/877,Margaret Barclay,Irvine,Point(-4.661111111 55.619444444),female,,,middling,,,,,Irvine
http://www.wikidata.org/entity/Q43391682,A/JO/2773,Beatrix Foord,Duns,Point(-2.3426 55.7784),female,,,,,,,,Duns
http://www.wikidata.org/entity/Q43391732,A/JO/2921,Issobell Watsonne,Stirling,Point(-3.9369 56.1166),female,,,,,,,,Stirling
http://www.wikidata.org/entity/Q43392392,A/EGD/595,Agnes Hendrie,Culross,Point(-3.6293 56.0554),female,,,,,capital punishment,,Gallow Lea,Culross
http://www.wikidata.org/entity/Q43392396,A/EGD/597,Issobell Inglis,Culross,Point(-3.6293 56.0554),female,,,,,capital punishment,,Gallow Lea,Culross
http://www.wikidata.org/entity/Q43392459,A/EGD/905,Helen Cummyng,St Colme House,Point(-3.31373 56.0443),female,,,,,,,,St Colme House
http://www.wikidata.org/entity/Q43395105,A/EGD/593,Janet McNicol,Rothesay,Point(-5.055 55.836388888),female,,,,,capital punishment,,Rothesay,Rothesay
http://www.wikidata.org/entity/Q43395281,A/EGD/848,Robertson,Perth,Point(-3.433333333 56.395833333),,,,,,,,,Perth
http://www.wikidata.org/entity/Q43395284,A/EGD/854,Marjorie Lyell,Jedburgh,Point(-2.546 55.477),female,,,,,,,,Jedburgh
http://www.wikidata.org/entity/Q43395305,A/EGD/879,Malie Wilson,Ayr,Point(-4.627777777 55.463888888),female,,,,,capital punishment,,,Ayr
http://www.wikidata.org/entity/Q43395316,A/EGD/889,Bessie Harlaw,Inverkeithing,Point(-3.383333333 56.033333333),female,,,,,,,,Inverkeithing
http://www.wikidata.org/entity/Q43395341,A/EGD/917,Marioun Hendersone,Inverkeithing,Point(-3.383333333 56.033333333),female,,,,,,,,Inverkeithing
http://www.wikidata.org/entity/Q43395432,A/JO/2585,Margaret Patersone,Haddington,Point(-2.78332 55.95612),female,,,,,,,,Haddington
http://www.wikidata.org/entity/Q43395597,A/JO/2782,Mary Muarn Vic Innish,Comar,Point(-4.770844 57.341849),female,,,,,,,,Comar
http://www.wikidata.org/entity/Q43395607,A/JO/2810,Marion Moffat (second),Lanark,Point(-3.77702 55.6749),female,,,,,,,,Lanark
http://www.wikidata.org/entity/Q43391278,A/EGD/589,Margaret McGuffock,Dumfries,Point(-3.616666666 55.066666666),female,,,,,,,,Dumfries
http://www.wikidata.org/entity/Q43391278,A/EGD/589,Margaret McGuffock,Kirkcudbright,Point(-4.051666666 54.835277777),female,,,,,,,,Dumfries
http://www.wikidata.org/entity/Q43391278,A/EGD/589,Margaret McGuffock,Dumfries,Point(-3.616666666 55.066666666),female,,,,,,,,Kirkcudbright
http://www.wikidata.org/entity/Q43391278,A/EGD/589,Margaret McGuffock,Kirkcudbright,Point(-4.051666666 54.835277777),female,,,,,,,,Kirkcudbright
http://www.wikidata.org/entity/Q43391322,A/EGD/622,Janet Hardie,Musselburgh,Point(-3.054166666 55.941944444),female,,,middling,,,,,Musselburgh
http://www.wikidata.org/entity/Q43391443,A/EGD/733,Mary Morisone,Edinburgh,Point(-3.189166666 55.953333333),female,,,middling,,,,,Edinburgh
http://www.wikidata.org/entity/Q43391499,A/EGD/796,Jean Rutherd,Lauder,Point(-2.74855 55.7194),female,,,middling,,,,,Lauder
http://www.wikidata.org/entity/Q43392400,A/EGD/621,Janet Barclay,Musselburgh,Point(-3.054166666 55.941944444),female,,,,,,,,Musselburgh
http://www.wikidata.org/entity/Q43392452,A/EGD/856,Manie Ellote,Jedburgh,Point(-2.546 55.477),female,,,,,,,,Jedburgh
http://www.wikidata.org/entity/Q43392465,A/EGD/994,Katherene Crystie,Dysart,Point(-3.12538 56.12557),female,,,,,,,,Dysart
http://www.wikidata.org/entity/Q43394855,A/EGD/296,Janet Millar,Stirling,Point(-3.9369 56.1166),female,,,,,,,,Stirling
http://www.wikidata.org/entity/Q43394873,A/EGD/302,Bessie Lacost,Dunbar,Point(-2.522777777 55.998333333),female,,,,,,,,Dunbar
http://www.wikidata.org/entity/Q43395187,A/EGD/70,Barbara Keand,Aberdeen,Point(-2.1 57.15),female,,,,,,,,Aberdeen
http://www.wikidata.org/entity/Q43395234,A/EGD/781,Agnes (Bigis) Cairnes,Kirkcudbright,Point(-4.051666666 54.835277777),female,servant,,,,capital punishment,,Dumfries,Kirkcudbright
http://www.wikidata.org/entity/Q43395325,A/EGD/899,Janet McIllwhichill,Glasgow,Point(-4.25 55.861111111),female,,,,,,,,Glasgow
http://www.wikidata.org/entity/Q43395350,A/EGD/929,Jonet Umphra,Culross,Point(-3.6293 56.0554),female,,,,,,,,Culross
http://www.wikidata.org/entity/Q43395370,A/EGD/957,Jonnet Pedie,Dysart,Point(-3.12538 56.12557),female,,,,,,,,Dysart
http://www.wikidata.org/entity/Q43395382,A/EGD/97,Donald Robinson,Edinburgh,Point(-3.189166666 55.953333333),male,,,,,,,,Edinburgh
http://www.wikidata.org/entity/Q43395382,A/EGD/97,Donald Robinson,Tranent,Point(-2.95417 55.9447),male,,,,,,,,Edinburgh
http://www.wikidata.org/entity/Q43395382,A/EGD/97,Donald Robinson,Seton,Point(-2.940687 55.964086),male,,,,,,,,Edinburgh
