item,witch,itemLabel,place_of_detentionLabel,place_of_detention_coordinate,genderLabel,occupationLabel,chargeLabel,classLabel,ethnicLabel,mdeathLabel,cdeathLabel,deathlocLabel,detainLabel
http://www.wikidata.org/entity/Q43395382,A/EGD/97,Donald Robinson,Edinburgh,Point(-3.189166666 55.953333333),male,,,,,,,,Tranent
http://www.wikidata.org/entity/Q43395382,A/EGD/97,Donald Robinson,Tranent,Point(-2.95417 55.9447),male,,,,,,,,Tranent
http://www.wikidata.org/entity/Q43395382,A/EGD/97,Donald Robinson,Seton,Point(-2.940687 55.964086),male,,,,,,,,Tranent
http://www.wikidata.org/entity/Q43395382,A/EGD/97,Donald Robinson,Edinburgh,Point(-3.189166666 55.953333333),male,,,,,,,,Seton
http://www.wikidata.org/entity/Q43395382,A/EGD/97,Donald Robinson,Tranent,Point(-2.95417 55.9447),male,,,,,,,,Seton
http://www.wikidata.org/entity/Q43395382,A/EGD/97,Donald Robinson,Seton,Point(-2.940687 55.964086),male,,,,,,,,Seton
http://www.wikidata.org/entity/Q43395446,A/JO/2596,Isobell Ramannows,Haddington,Point(-2.78332 55.95612),female,,,,,,,,Haddington
http://www.wikidata.org/entity/Q26997502,A/JO/2894,Margaret Bane,Aberdeen,Point(-2.1 57.15),female,midwife,,working poor,,capital punishment,,Aberdeen,Aberdeen
http://www.wikidata.org/entity/Q43389907,A/LA/2839,Angus Forrester,Renfrew,Point(-4.366666666 55.866666666),male,,,,Gaels,,,,Renfrew
http://www.wikidata.org/entity/Q43389974,A/EGD/1031,Alesoun Dempstar,Leith,Point(-3.17005 55.9801),female,,,middling,,,,,Leith
http://www.wikidata.org/entity/Q43391739,A/JO/2940,Catherine Watson,Lauder,Point(-2.74855 55.7194),female,,,,,,,,Lauder
http://www.wikidata.org/entity/Q43391871,A/LA/2846,Margaret Cunninghame,Renfrew,Point(-4.366666666 55.866666666),female,,,,,,,,Renfrew
http://www.wikidata.org/entity/Q43395309,A/EGD/882,Issobell Scherar,Irvine,Point(-4.661111111 55.619444444),female,,,,,,,,Irvine
http://www.wikidata.org/entity/Q43395311,A/EGD/884,Margaret Wod,Crail,Point(-2.6263 56.2608),female,,,,,,,,Crail
http://www.wikidata.org/entity/Q43395313,A/EGD/887,Beatrice Mudie,Inverkeithing,Point(-3.383333333 56.033333333),female,,,,,,,,Inverkeithing
http://www.wikidata.org/entity/Q43395328,A/EGD/902,Agnes Robertsone,St Colme House,Point(-3.31373 56.0443),female,,,,,,,,St Colme House
http://www.wikidata.org/entity/Q43395340,A/EGD/916,Bessie Andersone,Inverkeithing,Point(-3.383333333 56.033333333),female,,,,,,,,Inverkeithing
http://www.wikidata.org/entity/Q43395346,A/EGD/922,Jonet Keirie,Inverkeithing,Point(-3.383333333 56.033333333),female,,,,,,,,Inverkeithing
http://www.wikidata.org/entity/Q43395349,A/EGD/925,Margaret Hormscleugh,Perth,Point(-3.433333333 56.395833333),female,,,,,,,,Perth
http://www.wikidata.org/entity/Q43395374,A/EGD/960,Helene Dryburghe,Dysart,Point(-3.12538 56.12557),female,,,,,,,,Dysart
http://www.wikidata.org/entity/Q43395421,A/JO/2575,Agnes Wilsone,Haddington,Point(-2.78332 55.95612),female,,,,,,,,Haddington
http://www.wikidata.org/entity/Q43395431,A/JO/2584,James Paterson,Humbie,Point(-2.86735 55.8544),male,,,,,,,,Humbie
http://www.wikidata.org/entity/Q43395433,A/JO/2586,Jean Hunter,Haddington,Point(-2.78332 55.95612),female,,,,,,,,Haddington
http://www.wikidata.org/entity/Q43395562,A/JO/2731,Elspit Scot,Linlithgow,Point(-3.610555555 55.975277777),female,,,pauper,,,,,Linlithgow
http://www.wikidata.org/entity/Q43395574,A/JO/2744,Margaret Dalgleish,Peebles,Point(-3.188888888 55.651944444),female,,,,,,,,Peebles
http://www.wikidata.org/entity/Q43395580,A/JO/2750,More Roy,Castle Tioram,Point(-5.829071903 56.784552181),,,,,,,,,Castle Tioram
http://www.wikidata.org/entity/Q43395614,A/JO/2822,Margaret Currie,Aberdour,Point(-3.3021 56.0528),female,,,,,,,,Aberdour
http://www.wikidata.org/entity/Q43395653,A/JO/2905,Barbara Yorston,Kirkwall,Point(-2.96 58.981111111),female,,,,,,,,Kirkwall
http://www.wikidata.org/entity/Q43395832,A/LA/2652,Margaret Kent,Inverkeithing,Point(-3.383333333 56.033333333),female,,,,,,,,Inverkeithing
http://www.wikidata.org/entity/Q43395934,A/LA/2804,John Dixson,Berwick-upon-Tweed,Point(-2.0025 55.769166666),male,,,,,,,,Berwick-upon-Tweed
http://www.wikidata.org/entity/Q43395948,A/LA/2830,Cristen Jamesone,Dunbar,Point(-2.522777777 55.998333333),female,,,,,,,,Dunbar
http://www.wikidata.org/entity/Q43395953,A/LA/2835,Margaret Rodgers,Renfrew,Point(-4.366666666 55.866666666),female,,,,,,,,Renfrew
http://www.wikidata.org/entity/Q43396062,A/LA/2987,Robert Short,Galloway,Point(-4.133333333 55.05),male,,,,,,,,Galloway
http://www.wikidata.org/entity/Q43396062,A/LA/2987,Robert Short,New Galloway,Point(-4.140305 55.075756),male,,,,,,,,Galloway
http://www.wikidata.org/entity/Q43396062,A/LA/2987,Robert Short,Galloway,Point(-4.133333333 55.05),male,,,,,,,,New Galloway
http://www.wikidata.org/entity/Q43396062,A/LA/2987,Robert Short,New Galloway,Point(-4.140305 55.075756),male,,,,,,,,New Galloway
http://www.wikidata.org/entity/Q43396214,A/LA/3182,John Crods,Duns,Point(-2.3426 55.7784),male,,,,,,,,Duns
http://www.wikidata.org/entity/Q43390891,A/EGD/285,Elizabeth Black,Stirling,Point(-3.9369 56.1166),female,,,,,,,,Stirling
http://www.wikidata.org/entity/Q43390891,A/EGD/285,Elizabeth Black,Alloa,Point(-3.7912 56.1155),female,,,,,,,,Stirling
http://www.wikidata.org/entity/Q43390891,A/EGD/285,Elizabeth Black,Stirling,Point(-3.9369 56.1166),female,,,,,,,,Alloa
http://www.wikidata.org/entity/Q43390891,A/EGD/285,Elizabeth Black,Alloa,Point(-3.7912 56.1155),female,,,,,,,,Alloa
http://www.wikidata.org/entity/Q43390964,A/EGD/359,Janet Daill,Musselburgh,Point(-3.054166666 55.941944444),female,,,working poor,,capital punishment,,Musselburgh,Musselburgh
http://www.wikidata.org/entity/Q43391147,A/EGD/489,Christiane Deanes,Haddington,Point(-2.78332 55.95612),female,,,,,,,,Haddington
http://www.wikidata.org/entity/Q43391521,A/EGD/825,Issobell Douglas,Dunkeld,Point(-3.586 56.5661),female,,,,,,,,Dunkeld
http://www.wikidata.org/entity/Q43391621,A/EGD/946,Jonnett Tor,Culross,Point(-3.6293 56.0554),female,,,,,,,,Culross
http://www.wikidata.org/entity/Q43392378,A/EGD/406,Jeane Gaylor,Canongate,Point(-3.1793 55.9517),female,,,middling,,,,,Canongate
http://www.wikidata.org/entity/Q43392393,A/EGD/596,Jonet Hendrie,Culross,Point(-3.6293 56.0554),female,,,,,capital punishment,,Gallow Lea,Culross
http://www.wikidata.org/entity/Q43394839,A/EGD/282,Jonet Black,Alloa,Point(-3.7912 56.1155),female,,,,,,,,Alloa
http://www.wikidata.org/entity/Q43395094,A/EGD/581,John Scott,Edinburgh,Point(-3.189166666 55.953333333),male,laborer,,pauper,,,,,Edinburgh
http://www.wikidata.org/entity/Q43395229,A/EGD/771,Jonet Slowane,Ayr,Point(-4.627777777 55.463888888),female,,,,,capital punishment,,Ayr,Ayr
http://www.wikidata.org/entity/Q43395318,A/EGD/890,Marioun Chatto,Inverkeithing,Point(-3.383333333 56.033333333),female,,,,,,,,Inverkeithing
http://www.wikidata.org/entity/Q43395331,A/EGD/909,Marjorie Aitkyne,Inverkeithing,Point(-3.383333333 56.033333333),female,,,,,,,,Inverkeithing
http://www.wikidata.org/entity/Q43395336,A/EGD/912,Margaret Merschell,Inverkeithing,Point(-3.383333333 56.033333333),female,,,,,,,,Inverkeithing
http://www.wikidata.org/entity/Q43395337,A/EGD/913,Bessie Logie,Inverkeithing,Point(-3.383333333 56.033333333),female,,,,,,,,Inverkeithing
http://www.wikidata.org/entity/Q43395338,A/EGD/914,Margaret Bull,Inverkeithing,Point(-3.383333333 56.033333333),female,,,,,,,,Inverkeithing
http://www.wikidata.org/entity/Q43395368,A/EGD/955,Issobell Mawer,Dysart,Point(-3.12538 56.12557),female,,,,,,,,Dysart
http://www.wikidata.org/entity/Q43395371,A/EGD/958,Patrik Landrok,Dysart,Point(-3.12538 56.12557),male,,,,,,,,Dysart
http://www.wikidata.org/entity/Q43395406,A/JO/2560,Marione Meik,Dirleton,Point(-2.785 56.048),female,,,,,,,,Dirleton
http://www.wikidata.org/entity/Q43402734,A/EGD/158,Jon Neill,Edinburgh,Point(-3.189166666 55.953333333),male,farmer,,middling,English people,capital punishment,,Castle Hill,Edinburgh
http://www.wikidata.org/entity/Q43395422,A/JO/2576,Agnes Broune,Haddington,Point(-2.78332 55.95612),female,,,,,,,,Haddington
http://www.wikidata.org/entity/Q43395438,A/JO/2589,Agnes Angus,Stenton,Point(-2.6 55.95),female,,,,,,,,Stenton
http://www.wikidata.org/entity/Q43395447,A/JO/2597,Margaret Dunkalow,Haddington,Point(-2.78332 55.95612),female,,,,,,,,Haddington
http://www.wikidata.org/entity/Q43395448,A/JO/2598,Margaret Bishop,Aberlady,Point(-2.86 56.01),female,,,,,,,,Aberlady
http://www.wikidata.org/entity/Q43395643,A/JO/2887,Janet Kennedy,Dumfries,Point(-3.616666666 55.066666666),female,,,,,,,,Dumfries
http://www.wikidata.org/entity/Q43395738,A/JO/3009,Helen Conker,Inveresk,Point(-3.0468 55.9366),female,,,,,,,,Inveresk
http://www.wikidata.org/entity/Q43395739,A/JO/3010,Geills Chartes,Newbattle,Point(-3.0775 55.8817),female,,,,,,,,Newbattle
http://www.wikidata.org/entity/Q43395815,A/LA/2549,Margaret Donaldsone,Inverkeithing,Point(-3.383333333 56.033333333),female,,,,,,,,Inverkeithing
http://www.wikidata.org/entity/Q43395816,A/LA/2551,Margaret Thompsoun,Dysart,Point(-3.12538 56.12557),female,,,,,,,,Dysart
http://www.wikidata.org/entity/Q43395833,A/LA/2653,Jonet Thomson,Edinburgh,Point(-3.189166666 55.953333333),female,,,,,,,,Edinburgh
http://www.wikidata.org/entity/Q43395925,A/LA/2793,Rychard Grahame,Edinburgh,Point(-3.189166666 55.953333333),male,,,,,capital punishment,,,Edinburgh
http://www.wikidata.org/entity/Q43396137,A/LA/3084,Gawin Forsyth,Dumfries,Point(-3.616666666 55.066666666),male,,,,,,,,Dumfries
http://www.wikidata.org/entity/Q34370755,A/EGD/172,Agnes Finnie,Edinburgh,Point(-3.189166666 55.953333333),female,shopkeeper,,middling,,capital punishment,,Castle Hill,Edinburgh
http://www.wikidata.org/entity/Q43389933,A/EGD/947,Helene Ezatt,Culross,Point(-3.6293 56.0554),female,,,,,,,,Culross
http://www.wikidata.org/entity/Q43390240,A/EGD/1314,Manie Halieburton,Dirleton,Point(-2.785 56.048),female,,,,,,,,Dirleton
http://www.wikidata.org/entity/Q43390439,A/EGD/1718,Grissell Jaffray,Dundee,Point(-2.97 56.464),female,,,middling,,,,Dundee,Dundee
http://www.wikidata.org/entity/Q43390472,A/EGD/1761,Katherine Campbell,Paisley,Point(-4.423888888 55.845555555),female,servant,,middling,,capital punishment,,Paisley,Paisley
http://www.wikidata.org/entity/Q43390472,A/EGD/1761,Katherine Campbell,Paisley,Point(-4.423888888 55.845555555),female,servant,,middling,,capital punishment,,Gallows Green,Paisley
http://www.wikidata.org/entity/Q43390590,A/EGD/1980,Bessie Eumond,Peebles,Point(-3.188888888 55.651944444),female,,,,,,,,Peebles
http://www.wikidata.org/entity/Q43390732,A/EGD/2206,Cristian Wilson,Dysart,Point(-3.12538 56.12557),female,,,,,,,,Dysart
http://www.wikidata.org/entity/Q43390782,A/EGD/2299,Beatrix Watsone,Corstorphine,Point(-3.28544 55.9429),female,weaver,,working poor,,,,,Corstorphine
http://www.wikidata.org/entity/Q43391101,A/EGD/47,Bessie Paull,Aberdeen,Point(-2.1 57.15),female,,,,,,,,Aberdeen
http://www.wikidata.org/entity/Q43391183,A/EGD/511,Nicoll Stillie,Haddington,Point(-2.78332 55.95612),male,,,,,,,,Haddington
http://www.wikidata.org/entity/Q43391274,A/EGD/577,Janet McMurdoche,Dumfries,Point(-3.616666666 55.066666666),female,,,,,capital punishment,,Dumfries,Dumfries
http://www.wikidata.org/entity/Q43391285,A/EGD/591,Jonet Howat,Forfar,Point(-2.89 56.643055555),female,,,,,,,,Forfar
http://www.wikidata.org/entity/Q43391285,A/EGD/591,Jonet Howat,Kirkcudbright,Point(-4.051666666 54.835277777),female,,,,,,,,Forfar
http://www.wikidata.org/entity/Q43391285,A/EGD/591,Jonet Howat,Forfar,Point(-2.89 56.643055555),female,,,,,,,,Kirkcudbright
http://www.wikidata.org/entity/Q43391285,A/EGD/591,Jonet Howat,Kirkcudbright,Point(-4.051666666 54.835277777),female,,,,,,,,Kirkcudbright
http://www.wikidata.org/entity/Q43391292,A/EGD/598,Katherine Sands,Culross,Point(-3.6293 56.0554),female,,,,,capital punishment,,Gallow Lea,Culross
http://www.wikidata.org/entity/Q43391413,A/EGD/716,John Glass,Ross and Cromarty,Point(-5.0 57.666666666),male,,,middling,,,,,Ross and Cromarty
http://www.wikidata.org/entity/Q43391468,A/EGD/772,Jannett Sawer,Ayr,Point(-4.627777777 55.463888888),female,,,middling,,capital punishment,,Ayr,Ayr
http://www.wikidata.org/entity/Q43391510,A/EGD/819,Nicolas Lauson,Pittenweem,Point(-2.728611111 56.213055555),female,,,middling,,,,,Pittenweem
http://www.wikidata.org/entity/Q43391575,A/EGD/892,Marioun Rutherford,Kirkcaldy,Point(-3.167369444 56.110730555),female,,,,,,,,Kirkcaldy
http://www.wikidata.org/entity/Q43391610,A/EGD/939,Barbara Flint,Eyemouth,Point(-2.090555555 55.869444444),female,,,,,,,,Eyemouth
http://www.wikidata.org/entity/Q43391671,A/JO/2640,wife of Whyte,North Berwick,Point(-2.717 56.058),female,,,,,,,,North Berwick
http://www.wikidata.org/entity/Q43391678,A/JO/2763,Margaret Garvie,Falkland,Point(-3.2 56.25),female,,,middling,,,,,Falkland
http://www.wikidata.org/entity/Q43391698,A/JO/2802,Isabel Henderson,Canongate,Point(-3.1793 55.9517),female,,,,,,,,Canongate
http://www.wikidata.org/entity/Q43391867,A/LA/2843,Margaret Ewing,Renfrew,Point(-4.366666666 55.866666666),female,,,,,,,,Renfrew
http://www.wikidata.org/entity/Q43392125,A/EGD/1730,Annabell Stewart,Glasgow,Point(-4.25 55.861111111),female,,,middling,,,,,Glasgow
http://www.wikidata.org/entity/Q43392125,A/EGD/1730,Annabell Stewart,Paisley,Point(-4.423888888 55.845555555),female,,,middling,,,,,Glasgow
http://www.wikidata.org/entity/Q43392125,A/EGD/1730,Annabell Stewart,Glasgow,Point(-4.25 55.861111111),female,,,middling,,,,,Paisley
http://www.wikidata.org/entity/Q43392125,A/EGD/1730,Annabell Stewart,Paisley,Point(-4.423888888 55.845555555),female,,,middling,,,,,Paisley
http://www.wikidata.org/entity/Q43392254,A/EGD/1732,Jonet Mathie,Paisley,Point(-4.423888888 55.845555555),female,,,middling,,capital punishment,,Gallows Green,Paisley
http://www.wikidata.org/entity/Q43392262,A/EGD/1876,Margaret Hamilton secondus,Bo'ness,Point(-3.608911111 56.016811111),female,,,,,,,,Bo'ness
http://www.wikidata.org/entity/Q43392333,A/EGD/28,Katherene Ross,Edinburgh,Point(-3.189166666 55.953333333),female,,,nobility,,,,,Edinburgh
http://www.wikidata.org/entity/Q43392366,A/EGD/363,Margaret Rammage,Musselburgh,Point(-3.054166666 55.941944444),female,,,,,,,,Musselburgh
http://www.wikidata.org/entity/Q43392366,A/EGD/363,Margaret Rammage,Edmonstone,Point(-3.115893 55.917566),female,,,,,,,,Musselburgh
http://www.wikidata.org/entity/Q43392366,A/EGD/363,Margaret Rammage,Musselburgh,Point(-3.054166666 55.941944444),female,,,,,,,,Edmonstone
http://www.wikidata.org/entity/Q43392366,A/EGD/363,Margaret Rammage,Edmonstone,Point(-3.115893 55.917566),female,,,,,,,,Edmonstone
http://www.wikidata.org/entity/Q43392375,A/EGD/397,Margaret Porteous,Edinburgh,Point(-3.189166666 55.953333333),female,,,,,,,,Edinburgh
http://www.wikidata.org/entity/Q43392461,A/EGD/906,Alesoune Hutchesoune,St Colme House,Point(-3.31373 56.0443),female,,,,,,,,St Colme House
http://www.wikidata.org/entity/Q43392476,A/JO/2784,Elizabeth Burnett,Lauder,Point(-2.74855 55.7194),female,,,middling,,,,,Lauder
http://www.wikidata.org/entity/Q43392482,A/LA/2690,Margaret Stevensoun,Musselburgh,Point(-3.054166666 55.941944444),female,,,,,,,,Musselburgh
http://www.wikidata.org/entity/Q43392580,A/EGD/1036,Margaret Muirhead,Dalkeith,Point(-3.068332 55.893642),female,vagrant,,vagrant,,,,,Dalkeith
http://www.wikidata.org/entity/Q43392739,A/EGD/113,"Francis Stewart, Earl of Bothwell",Edinburgh,Point(-3.189166666 55.953333333),male,,,nobility,,,,,Edinburgh
http://www.wikidata.org/entity/Q43392828,A/EGD/1190,Margaret Veitche,Cousland,Point(-2.995274 55.904962),female,,,,,,,,Cousland
http://www.wikidata.org/entity/Q43392998,A/EGD/1325,Margarit Robertson,Haddington,Point(-2.78332 55.95612),female,,,,,,,,Haddington
http://www.wikidata.org/entity/Q43393000,A/EGD/1326,Margrat Vaith,Haddington,Point(-2.78332 55.95612),female,,,,,,,,Haddington
http://www.wikidata.org/entity/Q43393112,A/EGD/1385,George Lumsdeall,Peebles,Point(-3.188888888 55.651944444),male,,,,,capital punishment,,Traquair,Peebles
http://www.wikidata.org/entity/Q43393149,A/EGD/1401,Margaret Dron,Rhynd,Point(-3.36614 56.3648),female,,,,,,,,Rhynd
http://www.wikidata.org/entity/Q43393243,A/EGD/1440,Margret Wylie,Edinburgh,Point(-3.189166666 55.953333333),female,,,middling,,,,,Edinburgh
http://www.wikidata.org/entity/Q43393470,A/EGD/1541,Masie Robison,Lauder,Point(-2.74855 55.7194),female,,,,,,,,Lauder
http://www.wikidata.org/entity/Q43393594,A/EGD/1606,Marion Lawrie,Humbie,Point(-2.867388888 55.854388888),female,,,,,,,,Humbie
http://www.wikidata.org/entity/Q43393689,A/EGD/1648,Kathrin Nyn Owan Vic Omnoch,Comar,Point(-4.770844 57.341849),female,,,,,,,,Comar
http://www.wikidata.org/entity/Q43393694,A/EGD/1650,Jonet Ninian Rory Mie,Comar,Point(-4.770844 57.341849),female,,,,,,,,Comar
http://www.wikidata.org/entity/Q43393704,A/EGD/1654,Gormyle Grant,Comar,Point(-4.770844 57.341849),,,,,,,,,Comar
http://www.wikidata.org/entity/Q43393723,A/EGD/1791,Jonet Coutts,Peebles,Point(-3.188888888 55.651944444),female,,,,,capital punishment,,,Peebles
http://www.wikidata.org/entity/Q43393784,A/EGD/1835,Margaret Cant,Aberdour,Point(-3.3021 56.0528),female,,,,,,,,Aberdour
http://www.wikidata.org/entity/Q43393842,A/EGD/1878,William Craw,Bo'ness,Point(-3.608911111 56.016811111),male,,,middling,,,,,Bo'ness
http://www.wikidata.org/entity/Q43393843,A/EGD/1710,Hendry Wilson,Duns,Point(-2.3426 55.7784),male,loadman,,working poor,,,,,Duns
http://www.wikidata.org/entity/Q43393855,A/EGD/1720,Marget Bigland,Scalloway,Point(-1.275 60.137),female,,,,,,,,Scalloway
http://www.wikidata.org/entity/Q43393919,A/EGD/1756,Agnes Naismith,Glasgow,Point(-4.25 55.861111111),female,,,middling,,capital punishment,,Gallows Green,Glasgow
http://www.wikidata.org/entity/Q43393919,A/EGD/1756,Agnes Naismith,Renfrew,Point(-4.366666666 55.866666666),female,,,middling,,capital punishment,,Gallows Green,Glasgow
http://www.wikidata.org/entity/Q43393919,A/EGD/1756,Agnes Naismith,Glasgow,Point(-4.25 55.861111111),female,,,middling,,capital punishment,,Gallows Green,Renfrew
http://www.wikidata.org/entity/Q43393919,A/EGD/1756,Agnes Naismith,Renfrew,Point(-4.366666666 55.866666666),female,,,middling,,capital punishment,,Gallows Green,Renfrew
http://www.wikidata.org/entity/Q43393982,A/EGD/1995,Elizabeth Grahame,Irvine,Point(-4.661111111 55.619444444),female,,,,,,,,Irvine
http://www.wikidata.org/entity/Q43394273,A/EGD/2270,Elspeth Cant,North Queensferry,Point(-3.394166666 56.011111111),female,,,,,capital punishment,,,North Queensferry
http://www.wikidata.org/entity/Q43394391,A/EGD/2310,Jonet Paterson,Renfrew,Point(-4.366666666 55.866666666),female,,,,,,,,Renfrew
http://www.wikidata.org/entity/Q43394396,A/EGD/2312,Jeane Scott,Renfrew,Point(-4.366666666 55.866666666),female,,,,,,,,Renfrew
http://www.wikidata.org/entity/Q43394410,A/EGD/2318,Jonat Couper,Brechin,Point(-2.655277777 56.73),female,,,,,,,,Brechin
http://www.wikidata.org/entity/Q43394463,A/EGD/2340,Janet Sym,Montrose,Point(-2.467 56.708),female,,,,,,,,Montrose
http://www.wikidata.org/entity/Q43394638,A/EGD/2429,Geillis Gray,Lathockar House,Point(-2.821276555 56.288685781),female,,,,,,,,Lathockar House
http://www.wikidata.org/entity/Q43394677,A/EGD/2449,Margaret Bannantyne,Dysart,Point(-3.12538 56.12557),female,,,,,,,,Dysart
http://www.wikidata.org/entity/Q43394687,A/EGD/2455,Margaret Wilsone,Dysart,Point(-3.12538 56.12557),female,,,,,,,,Dysart
http://www.wikidata.org/entity/Q43394788,A/EGD/2518,Katherine Smith,Inverkeithing,Point(-3.383333333 56.033333333),female,,,,,,,,Inverkeithing
http://www.wikidata.org/entity/Q43394870,A/EGD/301,Jean Sydserff,Edinburgh,Point(-3.189166666 55.953333333),female,,,,,,,,Edinburgh
http://www.wikidata.org/entity/Q43394870,A/EGD/301,Jean Sydserff,Dunbar,Point(-2.522777777 55.998333333),female,,,,,,,,Edinburgh
http://www.wikidata.org/entity/Q43394870,A/EGD/301,Jean Sydserff,Edinburgh,Point(-3.189166666 55.953333333),female,,,,,,,,Dunbar
http://www.wikidata.org/entity/Q43394870,A/EGD/301,Jean Sydserff,Dunbar,Point(-2.522777777 55.998333333),female,,,,,,,,Dunbar
http://www.wikidata.org/entity/Q43394911,A/EGD/347,Marioun Yool,Edinburgh,Point(-3.189166666 55.953333333),female,,,,,,,,Edinburgh
http://www.wikidata.org/entity/Q43394911,A/EGD/347,Marioun Yool,Tranent,Point(-2.95417 55.9447),female,,,,,,,,Edinburgh
http://www.wikidata.org/entity/Q43394911,A/EGD/347,Marioun Yool,Edinburgh,Point(-3.189166666 55.953333333),female,,,,,,,,Tranent
http://www.wikidata.org/entity/Q43394911,A/EGD/347,Marioun Yool,Tranent,Point(-2.95417 55.9447),female,,,,,,,,Tranent
http://www.wikidata.org/entity/Q43395043,A/EGD/509,Issobell Stillie,Haddington,Point(-2.78332 55.95612),female,,,,,,,,Haddington
http://www.wikidata.org/entity/Q43395048,A/EGD/514,Elspeth Tailyeor,Haddington,Point(-2.78332 55.95612),female,,,,,,,,Haddington
http://www.wikidata.org/entity/Q43395088,A/EGD/576,Elspeth Thomsone,Dumfries,Point(-3.616666666 55.066666666),female,,,,,capital punishment,,Dumfries,Dumfries
http://www.wikidata.org/entity/Q43395089,A/EGD/578,Andrew Laidlay,Jedburgh,Point(-2.546 55.477),male,,,,,,,,Jedburgh
http://www.wikidata.org/entity/Q43395091,A/EGD/579,Mary Sommerveil,Jedburgh,Point(-2.546 55.477),female,,,,,,,,Jedburgh
http://www.wikidata.org/entity/Q43395093,A/EGD/580,George Guidlet,Jedburgh,Point(-2.546 55.477),male,,,,,,,,Jedburgh
http://www.wikidata.org/entity/Q43395106,A/EGD/599,Christian Hogger,Edinburgh,Point(-3.189166666 55.953333333),female,,,,,,,,Edinburgh
http://www.wikidata.org/entity/Q43395179,A/EGD/682,Margaret Dods,Edinburgh,Point(-3.189166666 55.953333333),female,,,,,capital punishment,,,Edinburgh
http://www.wikidata.org/entity/Q43395276,A/EGD/839,Issobell McKie,Stirling,Point(-3.9369 56.1166),female,,,,,,,,Stirling
http://www.wikidata.org/entity/Q43395285,A/EGD/855,Marioun Hendirsoun,Jedburgh,Point(-2.546 55.477),female,,,,,,,,Jedburgh
http://www.wikidata.org/entity/Q43395292,A/EGD/865,Watty Bryis,Dunblane,Point(-3.973611111 56.188888888),male,,,,,,,,Dunblane
http://www.wikidata.org/entity/Q43395294,A/EGD/866,Jonnet Murriache,Dunblane,Point(-3.973611111 56.188888888),female,,,,,capital punishment,,,Dunblane
http://www.wikidata.org/entity/Q43395300,A/EGD/875,Andro Turnbull,Linlithgow,Point(-3.610555555 55.975277777),male,,,,,,,,Linlithgow
http://www.wikidata.org/entity/Q43395322,A/EGD/895,Catherine Blair,Glasgow,Point(-4.25 55.861111111),female,,,,,,,,Glasgow
http://www.wikidata.org/entity/Q43395344,A/EGD/920,Margaret Kynnell,Inverkeithing,Point(-3.383333333 56.033333333),female,,,middling,,,,,Inverkeithing
http://www.wikidata.org/entity/Q43395367,A/EGD/954,Marjorie Patersone,Crail,Point(-2.6263 56.2608),female,,,,,,,,Crail
http://www.wikidata.org/entity/Q43395400,A/EGD/99,Gelie Duncan,Haddington,Point(-2.78332 55.95612),female,,,,,,,,Haddington
http://www.wikidata.org/entity/Q43395414,A/JO/2569,Janet Burg,Haddington,Point(-2.78332 55.95612),female,,,,,,,,Haddington
http://www.wikidata.org/entity/Q43395418,A/JO/2572,Adam Moffat,Haddington,Point(-2.78332 55.95612),male,,,,,,,,Haddington
http://www.wikidata.org/entity/Q43390016,A/EGD/1063,Marion Hardie,Eyemouth,Point(-2.090555555 55.869444444),female,,,upper class,,,,,Eyemouth
http://www.wikidata.org/entity/Q43390080,A/EGD/1141,Jon Hog,Edinburgh,Point(-3.189166666 55.953333333),male,,,middling,,,,,Edinburgh
http://www.wikidata.org/entity/Q43390097,A/EGD/1153,William Stevinsoun,Duns,Point(-2.3426 55.7784),male,,,,,,,,Duns
http://www.wikidata.org/entity/Q43390181,A/EGD/1258,Isabel Sinclair,Eyemouth,Point(-2.090555555 55.869444444),female,,,,,,,,Eyemouth
